प्राति	लिङ्ग्	धातु	गण	उपग्	लक्	पुरु	वच्	__वाक्यम्__
धेनु	स्त्री	या	अद्	पर	लुङ्	प्रथ्	बहु	धेनवः अयासिषुः
धेनु	स्त्री	हु	जुहोत्य्	पर	लट्	प्रथ्	एक	धेनुः जहाति
धेनु	स्त्री	हु	जुहोत्य्	पर	लट्	प्रथ्	द्वि	धेनू जहीतः
धेनु	स्त्री	हु	जुहोत्य्	पर	लट्	प्रथ्	बहु	धेनवः जहति
धेनु	स्त्री	हु	जुहोत्य्	पर	लोट्	प्रथ्	एक	धेनुः जहातु
धेनु	स्त्री	हु	जुहोत्य्	पर	लोट्	प्रथ्	द्वि	धेनू जहीताम्
धेनु	स्त्री	हु	जुहोत्य्	पर	लोट्	प्रथ्	बहु	धेनवः जहतु
धेनु	स्त्री	हु	जुहोत्य्	पर	लङ्	प्रथ्	एक	धेनुः अजहात्
धेनु	स्त्री	हु	जुहोत्य्	पर	लङ्	प्रथ्	द्वि	धेनू अजहीताम्
धेनु	स्त्री	हु	जुहोत्य्	पर	लङ्	प्रथ्	बहु	धेनवः अजहीत
धेनु	स्त्री	हु	जुहोत्य्	पर	विधि	प्रथ्	एक	धेनुः जह्यात्
धेनु	स्त्री	हु	जुहोत्य्	पर	विधि	प्रथ्	द्वि	धेनू जह्याताम्
धेनु	स्त्री	हु	जुहोत्य्	पर	विधि	प्रथ्	बहु	धेनवः जह्युः
धेनु	स्त्री	हु	जुहोत्य्	पर	लृट्	प्रथ्	एक	धेनुः हास्यति
धेनु	स्त्री	हु	जुहोत्य्	पर	लृट्	प्रथ्	द्वि	धेनू हास्यतः
धेनु	स्त्री	हु	जुहोत्य्	पर	लृट्	प्रथ्	बहु	धेनवः हास्यन्ति
धेनु	स्त्री	हु	जुहोत्य्	पर	लुट्	प्रथ्	एक	धेनुः हाता
धेनु	स्त्री	हु	जुहोत्य्	पर	लुट्	प्रथ्	द्वि	धेनू हातारौ
धेनु	स्त्री	हु	जुहोत्य्	पर	लुट्	प्रथ्	बहु	धेनवः हातारः
धेनु	स्त्री	हु	जुहोत्य्	पर	आशीर्	प्रथ्	एक	धेनुः हेयात्
धेनु	स्त्री	हु	जुहोत्य्	पर	आशीर्	प्रथ्	द्वि	धेनू हेयास्ताम्
धेनु	स्त्री	हु	जुहोत्य्	पर	आशीर्	प्रथ्	बहु	धेनवः हेयासुः
धेनु	स्त्री	हु	जुहोत्य्	पर	लृङ्	प्रथ्	एक	धेनुः अहास्यत्
धेनु	स्त्री	हु	जुहोत्य्	पर	लृङ्	प्रथ्	द्वि	धेनू अहास्यताम्
धेनु	स्त्री	हु	जुहोत्य्	पर	लृङ्	प्रथ्	बहु	धेनवः अहास्यन्
धेनु	स्त्री	हु	जुहोत्य्	पर	लिट्	प्रथ्	एक	धेनुः जहौ
धेनु	स्त्री	हु	जुहोत्य्	पर	लिट्	प्रथ्	द्वि	धेनू जहतुः
धेनु	स्त्री	हु	जुहोत्य्	पर	लिट्	प्रथ्	बहु	धेनवः जहुः
धेनु	स्त्री	हु	जुहोत्य्	पर	लुङ्	प्रथ्	एक	धेनुः अहासीत्
धेनु	स्त्री	हु	जुहोत्य्	पर	लुङ्	प्रथ्	द्वि	धेनू अहासिष्टम्
धेनु	स्त्री	हु	जुहोत्य्	पर	लुङ्	प्रथ्	बहु	धेनवः अहासिष्ट
धेनु	स्त्री	क्षिप्	दिव्	पर	लट्	प्रथ्	एक	धेनुः क्षिप्यति
धेनु	स्त्री	क्षिप्	दिव्	पर	लट्	प्रथ्	द्वि	धेनू क्षिप्यतः
धेनु	स्त्री	क्षिप्	दिव्	पर	लट्	प्रथ्	बहु	धेनवः क्षिप्यन्ति
धेनु	स्त्री	क्षिप्	दिव्	पर	लोट्	प्रथ्	एक	धेनुः क्षिप्यतु
धेनु	स्त्री	क्षिप्	दिव्	पर	लोट्	प्रथ्	द्वि	धेनू क्षिप्यताम्
धेनु	स्त्री	क्षिप्	दिव्	पर	लोट्	प्रथ्	बहु	धेनवः क्षिप्यन्तु
धेनु	स्त्री	क्षिप्	दिव्	पर	लङ्	प्रथ्	एक	धेनुः अक्षिप्यत्
धेनु	स्त्री	क्षिप्	दिव्	पर	लङ्	प्रथ्	द्वि	धेनू अक्षिप्यताम्
धेनु	स्त्री	क्षिप्	दिव्	पर	लङ्	प्रथ्	बहु	धेनवः अक्षिप्यन्
धेनु	स्त्री	क्षिप्	दिव्	पर	विधि	प्रथ्	एक	धेनुः क्षिप्येत्
धेनु	स्त्री	क्षिप्	दिव्	पर	विधि	प्रथ्	द्वि	धेनू क्षिप्येताम्
धेनु	स्त्री	क्षिप्	दिव्	पर	विधि	प्रथ्	बहु	धेनवः क्षिप्येयुः
धेनु	स्त्री	क्षिप्	दिव्	पर	लृट्	प्रथ्	एक	धेनुः क्षेप्स्यति
धेनु	स्त्री	क्षिप्	दिव्	पर	लृट्	प्रथ्	द्वि	धेनू क्षेप्स्यतः
धेनु	स्त्री	क्षिप्	दिव्	पर	लृट्	प्रथ्	बहु	धेनवः क्षेप्स्यन्ति
धेनु	स्त्री	क्षिप्	दिव्	पर	लुट्	प्रथ्	एक	धेनुः क्षेप्ता
धेनु	स्त्री	क्षिप्	दिव्	पर	लुट्	प्रथ्	द्वि	धेनू क्षेप्तारौ
धेनु	स्त्री	क्षिप्	दिव्	पर	लुट्	प्रथ्	बहु	धेनवः क्षेप्तारः
धेनु	स्त्री	क्षिप्	दिव्	पर	आशीर्	प्रथ्	एक	धेनुः क्षिप्यात्
धेनु	स्त्री	क्षिप्	दिव्	पर	आशीर्	प्रथ्	द्वि	धेनू क्षिप्यास्ताम्
धेनु	स्त्री	क्षिप्	दिव्	पर	आशीर्	प्रथ्	बहु	धेनवः क्षिप्यासुः
धेनु	स्त्री	क्षिप्	दिव्	पर	लृङ्	प्रथ्	एक	धेनुः अक्षेप्स्यत्
धेनु	स्त्री	क्षिप्	दिव्	पर	लृङ्	प्रथ्	द्वि	धेनू अक्षेप्स्यताम्
धेनु	स्त्री	क्षिप्	दिव्	पर	लृङ्	प्रथ्	बहु	धेनवः अक्षेप्स्यन्
धेनु	स्त्री	क्षिप्	दिव्	पर	लिट्	प्रथ्	एक	धेनुः चिक्षेप
धेनु	स्त्री	क्षिप्	दिव्	पर	लिट्	प्रथ्	द्वि	धेनू चिक्षिपतुः
धेनु	स्त्री	क्षिप्	दिव्	पर	लिट्	प्रथ्	बहु	धेनवः चिक्षिपुः
धेनु	स्त्री	क्षिप्	दिव्	पर	लुङ्	प्रथ्	एक	धेनुः अक्षिपत्
धेनु	स्त्री	क्षिप्	दिव्	पर	लुङ्	प्रथ्	द्वि	धेनू अक्षिपताम्
धेनु	स्त्री	क्षिप्	दिव्	पर	लुङ्	प्रथ्	बहु	धेनवः अक्षिपन्
धेनु	स्त्री	आप्	स्व्	पर	लट्	प्रथ्	एक	धेनुः आप्नोति
धेनु	स्त्री	आप्	स्व्	पर	लट्	प्रथ्	द्वि	धेनू आप्नुतः
धेनु	स्त्री	आप्	स्व्	पर	लट्	प्रथ्	बहु	धेनवः आप्नुवन्ति
धेनु	स्त्री	आप्	स्व्	पर	लोट्	प्रथ्	एक	धेनुः आप्नोतु
धेनु	स्त्री	आप्	स्व्	पर	लोट्	प्रथ्	द्वि	धेनू आप्नुतः
धेनु	स्त्री	आप्	स्व्	पर	लोट्	प्रथ्	बहु	धेनवः आप्नुवन्तु
धेनु	स्त्री	आप्	स्व्	पर	लङ्	प्रथ्	एक	धेनुः आप्नोत्
धेनु	स्त्री	आप्	स्व्	पर	लङ्	प्रथ्	द्वि	धेनू आप्नुताम्
धेनु	स्त्री	आप्	स्व्	पर	लङ्	प्रथ्	बहु	धेनवः आप्नुवन्
धेनु	स्त्री	आप्	स्व्	पर	विधि	प्रथ्	एक	धेनुः आप्नुयात्
धेनु	स्त्री	आप्	स्व्	पर	विधि	प्रथ्	द्वि	धेनू आप्नुयाताम्
धेनु	स्त्री	आप्	स्व्	पर	विधि	प्रथ्	बहु	धेनवः आप्नुयुः
धेनु	स्त्री	आप्	स्व्	पर	लृट्	प्रथ्	एक	धेनुः आप्स्यति
धेनु	स्त्री	आप्	स्व्	पर	लृट्	प्रथ्	द्वि	धेनू आप्स्यतः
धेनु	स्त्री	आप्	स्व्	पर	लृट्	प्रथ्	बहु	धेनवः आप्स्यन्ति
धेनु	स्त्री	आप्	स्व्	पर	लुट्	प्रथ्	एक	धेनुः आप्ता
धेनु	स्त्री	आप्	स्व्	पर	लुट्	प्रथ्	द्वि	धेनू आप्तारौ
धेनु	स्त्री	आप्	स्व्	पर	लुट्	प्रथ्	बहु	धेनवः आप्तारः
धेनु	स्त्री	आप्	स्व्	पर	आशीर्	प्रथ्	एक	धेनुः आप्यात्
धेनु	स्त्री	आप्	स्व्	पर	आशीर्	प्रथ्	द्वि	धेनू आप्यास्ताम्
धेनु	स्त्री	आप्	स्व्	पर	आशीर्	प्रथ्	बहु	धेनवः आप्यासुः
धेनु	स्त्री	आप्	स्व्	पर	लृङ्	प्रथ्	एक	धेनुः आप्स्यत्
धेनु	स्त्री	आप्	स्व्	पर	लृङ्	प्रथ्	द्वि	धेनू आप्स्यताम्
धेनु	स्त्री	आप्	स्व्	पर	लृङ्	प्रथ्	बहु	धेनवः आप्स्यन्
धेनु	स्त्री	आप्	स्व्	पर	लिट्	प्रथ्	एक	धेनुः आप
धेनु	स्त्री	आप्	स्व्	पर	लिट्	प्रथ्	द्वि	धेनू आपतुः
धेनु	स्त्री	आप्	स्व्	पर	लिट्	प्रथ्	बहु	धेनवः आपुः
धेनु	स्त्री	आप्	स्व्	पर	लुङ्	प्रथ्	एक	धेनुः आपत्
धेनु	स्त्री	आप्	स्व्	पर	लुङ्	प्रथ्	द्वि	धेनू आपताम्
धेनु	स्त्री	आप्	स्व्	पर	लुङ्	प्रथ्	बहु	धेनवः आपन्
धेनु	स्त्री	लिख्	तुद्	पर	लट्	प्रथ्	एक	धेनुः लिखति
धेनु	स्त्री	लिख्	तुद्	पर	लट्	प्रथ्	द्वि	धेनू लिखतः
धेनु	स्त्री	लिख्	तुद्	पर	लट्	प्रथ्	बहु	धेनवः लिखन्ति
धेनु	स्त्री	लिख्	तुद्	पर	लोट्	प्रथ्	एक	धेनुः लिखतु
धेनु	स्त्री	लिख्	तुद्	पर	लोट्	प्रथ्	द्वि	धेनू लिखताम्
धेनु	स्त्री	लिख्	तुद्	पर	लोट्	प्रथ्	बहु	धेनवः लिखन्तु
धेनु	स्त्री	लिख्	तुद्	पर	लङ्	प्रथ्	एक	धेनुः अलिखत्
धेनु	स्त्री	लिख्	तुद्	पर	लङ्	प्रथ्	द्वि	धेनू अलिखताम्
धेनु	स्त्री	लिख्	तुद्	पर	लङ्	प्रथ्	बहु	धेनवः अलिखन्
धेनु	स्त्री	लिख्	तुद्	पर	विधि	प्रथ्	एक	धेनुः लिखेत्
धेनु	स्त्री	लिख्	तुद्	पर	विधि	प्रथ्	द्वि	धेनू लिखेताम्
धेनु	स्त्री	लिख्	तुद्	पर	विधि	प्रथ्	बहु	धेनवः लिखेयुः
धेनु	स्त्री	लिख्	तुद्	पर	लृट्	प्रथ्	एक	धेनुः लेखिष्यति
धेनु	स्त्री	लिख्	तुद्	पर	लृट्	प्रथ्	द्वि	धेनू लेखिष्यतः
धेनु	स्त्री	लिख्	तुद्	पर	लृट्	प्रथ्	बहु	धेनवः लेखिष्यन्ति
धेनु	स्त्री	लिख्	तुद्	पर	लुट्	प्रथ्	एक	धेनुः लेखिता
धेनु	स्त्री	लिख्	तुद्	पर	लुट्	प्रथ्	द्वि	धेनू लेखितारौ
धेनु	स्त्री	लिख्	तुद्	पर	लुट्	प्रथ्	बहु	धेनवः लेखितारः
धेनु	स्त्री	लिख्	तुद्	पर	आशीर्	प्रथ्	एक	धेनुः लिख्यात्
धेनु	स्त्री	लिख्	तुद्	पर	आशीर्	प्रथ्	द्वि	धेनू लिख्यास्ताम्
धेनु	स्त्री	लिख्	तुद्	पर	आशीर्	प्रथ्	बहु	धेनवः लिख्यासुः
धेनु	स्त्री	लिख्	तुद्	पर	लृङ्	प्रथ्	एक	धेनुः अलेखिष्यत्
धेनु	स्त्री	लिख्	तुद्	पर	लृङ्	प्रथ्	द्वि	धेनू अलेखिष्यताम्
धेनु	स्त्री	लिख्	तुद्	पर	लृङ्	प्रथ्	बहु	धेनवः अलेखिष्यन्
धेनु	स्त्री	लिख्	तुद्	पर	लिट्	प्रथ्	एक	धेनुः लिलेख
धेनु	स्त्री	लिख्	तुद्	पर	लिट्	प्रथ्	द्वि	धेनू लिलेखतुः
धेनु	स्त्री	लिख्	तुद्	पर	लिट्	प्रथ्	बहु	धेनवः लिलिखुः
धेनु	स्त्री	लिख्	तुद्	पर	लुङ्	प्रथ्	एक	धेनुः अलेखीत्
धेनु	स्त्री	लिख्	तुद्	पर	लुङ्	प्रथ्	द्वि	धेनू अलेखिष्टाम्
धेनु	स्त्री	लिख्	तुद्	पर	लुङ्	प्रथ्	बहु	धेनवः अलेखिषुः
धेनु	स्त्री	युज्	रुध्	पर	लट्	प्रथ्	एक	धेनुः युनक्ति
धेनु	स्त्री	युज्	रुध्	पर	लट्	प्रथ्	द्वि	धेनू युङ्क्तः
धेनु	स्त्री	युज्	रुध्	पर	लट्	प्रथ्	बहु	धेनवः युञ्जन्ति
धेनु	स्त्री	युज्	रुध्	पर	लोट्	प्रथ्	एक	धेनुः युनक्तु
धेनु	स्त्री	युज्	रुध्	पर	लोट्	प्रथ्	द्वि	धेनू युङ्क्ताम्
धेनु	स्त्री	युज्	रुध्	पर	लोट्	प्रथ्	बहु	धेनवः युञ्जन्तु
धेनु	स्त्री	युज्	रुध्	पर	लङ्	प्रथ्	एक	धेनुः अयुनक्
धेनु	स्त्री	युज्	रुध्	पर	लङ्	प्रथ्	द्वि	धेनू अयुङ्क्ताम्
धेनु	स्त्री	युज्	रुध्	पर	लङ्	प्रथ्	बहु	धेनवः अयुञ्जन्
धेनु	स्त्री	युज्	रुध्	पर	विधि	प्रथ्	एक	धेनुः युञ्ज्यात्
धेनु	स्त्री	युज्	रुध्	पर	विधि	प्रथ्	द्वि	धेनू युञ्ज्याताम्
धेनु	स्त्री	युज्	रुध्	पर	विधि	प्रथ्	बहु	धेनवः युञ्ज्युः
धेनु	स्त्री	युज्	रुध्	पर	लृट्	प्रथ्	एक	धेनुः योक्ष्यति
धेनु	स्त्री	युज्	रुध्	पर	लृट्	प्रथ्	द्वि	धेनू योक्ष्यतः
धेनु	स्त्री	युज्	रुध्	पर	लृट्	प्रथ्	बहु	धेनवः योक्ष्यन्ति
धेनु	स्त्री	युज्	रुध्	पर	लुट्	प्रथ्	एक	धेनुः योक्ता
धेनु	स्त्री	युज्	रुध्	पर	लुट्	प्रथ्	द्वि	धेनू योक्तारौ
धेनु	स्त्री	युज्	रुध्	पर	लुट्	प्रथ्	बहु	धेनवः योक्तारः
धेनु	स्त्री	युज्	रुध्	पर	आशीर्	प्रथ्	एक	धेनुः युज्यात्
धेनु	स्त्री	युज्	रुध्	पर	आशीर्	प्रथ्	द्वि	धेनू युज्यास्ताम्
धेनु	स्त्री	युज्	रुध्	पर	आशीर्	प्रथ्	बहु	धेनवः युज्यासुः
धेनु	स्त्री	युज्	रुध्	पर	लृङ्	प्रथ्	एक	धेनुः अयोक्ष्यत्
धेनु	स्त्री	युज्	रुध्	पर	लृङ्	प्रथ्	द्वि	धेनू अयोक्ष्यताम्
धेनु	स्त्री	युज्	रुध्	पर	लृङ्	प्रथ्	बहु	धेनवः अयोक्ष्यन्
धेनु	स्त्री	युज्	रुध्	पर	लिट्	प्रथ्	एक	धेनुः युयोज
धेनु	स्त्री	युज्	रुध्	पर	लिट्	प्रथ्	द्वि	धेनू युयुजतुः
धेनु	स्त्री	युज्	रुध्	पर	लिट्	प्रथ्	बहु	धेनवः युयुजुः
धेनु	स्त्री	युज्	रुध्	पर	लुङ्	प्रथ्	एक	धेनुः अयौक्षीत्
धेनु	स्त्री	युज्	रुध्	पर	लुङ्	प्रथ्	द्वि	धेनू अयौक्ताम्
धेनु	स्त्री	युज्	रुध्	पर	लुङ्	प्रथ्	बहु	धेनवः अयौक्षुः
धेनु	स्त्री	कृ	तन्	पर	लट्	प्रथ्	एक	धेनुः करोति
धेनु	स्त्री	कृ	तन्	पर	लट्	प्रथ्	द्वि	धेनू कुरुतः
धेनु	स्त्री	कृ	तन्	पर	लट्	प्रथ्	बहु	धेनवः कुर्वन्ति
धेनु	स्त्री	कृ	तन्	पर	लोट्	प्रथ्	एक	धेनुः करोतु
धेनु	स्त्री	कृ	तन्	पर	लोट्	प्रथ्	द्वि	धेनू कुरुतः
धेनु	स्त्री	कृ	तन्	पर	लोट्	प्रथ्	बहु	धेनवः कुर्वन्तु
धेनु	स्त्री	कृ	तन्	पर	लङ्	प्रथ्	एक	धेनुः अकरोत्
धेनु	स्त्री	कृ	तन्	पर	लङ्	प्रथ्	द्वि	धेनू अकुरुताम्
धेनु	स्त्री	कृ	तन्	पर	लङ्	प्रथ्	बहु	धेनवः अकुर्वन्
धेनु	स्त्री	कृ	तन्	पर	विधि	प्रथ्	एक	धेनुः कुर्यात्
धेनु	स्त्री	कृ	तन्	पर	विधि	प्रथ्	द्वि	धेनू कुर्याताम्
धेनु	स्त्री	कृ	तन्	पर	विधि	प्रथ्	बहु	धेनवः कुर्युः
धेनु	स्त्री	कृ	तन्	पर	लृट्	प्रथ्	एक	धेनुः करिष्यति
धेनु	स्त्री	कृ	तन्	पर	लृट्	प्रथ्	द्वि	धेनू करिष्यतः
धेनु	स्त्री	कृ	तन्	पर	लृट्	प्रथ्	बहु	धेनवः करिष्यन्ति
धेनु	स्त्री	कृ	तन्	पर	लुट्	प्रथ्	एक	धेनुः कर्ता
धेनु	स्त्री	कृ	तन्	पर	लुट्	प्रथ्	द्वि	धेनू कर्तारौ
धेनु	स्त्री	कृ	तन्	पर	लुट्	प्रथ्	बहु	धेनवः कर्तारः
धेनु	स्त्री	कृ	तन्	पर	आशीर्	प्रथ्	एक	धेनुः क्रियात्
धेनु	स्त्री	कृ	तन्	पर	आशीर्	प्रथ्	द्वि	धेनू क्रियास्ताम्
धेनु	स्त्री	कृ	तन्	पर	आशीर्	प्रथ्	बहु	धेनवः क्रियासुः
धेनु	स्त्री	कृ	तन्	पर	लृङ्	प्रथ्	एक	धेनुः अकरिष्यत्
धेनु	स्त्री	कृ	तन्	पर	लृङ्	प्रथ्	द्वि	धेनू अकरिष्यताम्
धेनु	स्त्री	कृ	तन्	पर	लृङ्	प्रथ्	बहु	धेनवः अकरिष्यन्
धेनु	स्त्री	कृ	तन्	पर	लिट्	प्रथ्	एक	धेनुः चकार
धेनु	स्त्री	कृ	तन्	पर	लिट्	प्रथ्	द्वि	धेनू चक्रतुः
धेनु	स्त्री	कृ	तन्	पर	लिट्	प्रथ्	बहु	धेनवः चक्रुः
धेनु	स्त्री	कृ	तन्	पर	लुङ्	प्रथ्	एक	धेनुः अकार्षीत्
धेनु	स्त्री	कृ	तन्	पर	लुङ्	प्रथ्	द्वि	धेनू अकार्ष्टाम्
धेनु	स्त्री	कृ	तन्	पर	लुङ्	प्रथ्	बहु	धेनवः बालकाः-बालिकाःअकार्षुः
धेनु	स्त्री	क्री	क्र्य्	पर	लट्	प्रथ्	एक	धेनुः क्रीणाति
धेनु	स्त्री	क्री	क्र्य्	पर	लट्	प्रथ्	द्वि	धेनू क्रीणीतः
धेनु	स्त्री	क्री	क्र्य्	पर	लट्	प्रथ्	बहु	धेनवः क्रीणन्ति
धेनु	स्त्री	क्री	क्र्य्	पर	लोट्	प्रथ्	एक	धेनुः क्रीणातु
धेनु	स्त्री	क्री	क्र्य्	पर	लोट्	प्रथ्	द्वि	धेनू क्रीणीताम्
धेनु	स्त्री	क्री	क्र्य्	पर	लोट्	प्रथ्	बहु	धेनवः क्रीणन्तु
धेनु	स्त्री	क्री	क्र्य्	पर	लङ्	प्रथ्	एक	धेनुः अक्रीणात्
धेनु	स्त्री	क्री	क्र्य्	पर	लङ्	प्रथ्	द्वि	धेनू अक्रीणीताम्
धेनु	स्त्री	क्री	क्र्य्	पर	लङ्	प्रथ्	बहु	धेनवः अक्रीणन्
धेनु	स्त्री	क्री	क्र्य्	पर	विधि	प्रथ्	एक	धेनुः क्रीणीयात्
धेनु	स्त्री	क्री	क्र्य्	पर	विधि	प्रथ्	द्वि	धेनू क्रीणीयाताम्
धेनु	स्त्री	क्री	क्र्य्	पर	विधि	प्रथ्	बहु	धेनवः क्रीणीयुः
धेनु	स्त्री	क्री	क्र्य्	पर	लृट्	प्रथ्	एक	धेनुः क्रेष्यति
धेनु	स्त्री	क्री	क्र्य्	पर	लृट्	प्रथ्	द्वि	धेनू क्रेष्यतः
धेनु	स्त्री	क्री	क्र्य्	पर	लृट्	प्रथ्	बहु	धेनवः क्रेष्यन्ति
धेनु	स्त्री	क्री	क्र्य्	पर	लुट्	प्रथ्	एक	धेनुः क्रेता
धेनु	स्त्री	क्री	क्र्य्	पर	लुट्	प्रथ्	द्वि	धेनू क्रेतारौ
धेनु	स्त्री	क्री	क्र्य्	पर	लुट्	प्रथ्	बहु	धेनवः क्रेतारः
धेनु	स्त्री	क्री	क्र्य्	पर	आशीर्	प्रथ्	एक	धेनुः क्रीयात्
धेनु	स्त्री	क्री	क्र्य्	पर	आशीर्	प्रथ्	द्वि	धेनू क्रीयास्ताम्
धेनु	स्त्री	क्री	क्र्य्	पर	आशीर्	प्रथ्	बहु	धेनवः क्रीयासुः
धेनु	स्त्री	क्री	क्र्य्	पर	लृङ्	प्रथ्	एक	धेनुः अक्रेष्यत्
धेनु	स्त्री	क्री	क्र्य्	पर	लृङ्	प्रथ्	द्वि	धेनू अक्रेष्यताम्
धेनु	स्त्री	क्री	क्र्य्	पर	लृङ्	प्रथ्	बहु	धेनवः अक्रेष्यन्
धेनु	स्त्री	क्री	क्र्य्	पर	लिट्	प्रथ्	एक	धेनुः चिक्राय
धेनु	स्त्री	क्री	क्र्य्	पर	लिट्	प्रथ्	द्वि	धेनू चिक्रियतुः
धेनु	स्त्री	क्री	क्र्य्	पर	लिट्	प्रथ्	बहु	धेनवः चिक्रियुः
धेनु	स्त्री	क्री	क्र्य्	पर	लुङ्	प्रथ्	एक	धेनुः अक्रैषीत्
धेनु	स्त्री	क्री	क्र्य्	पर	लुङ्	प्रथ्	द्वि	धेनू अक्रैष्टाम्
धेनु	स्त्री	क्री	क्र्य्	पर	लुङ्	प्रथ्	बहु	धेनवः अक्रैषुः
धेनु	स्त्री	कथ्	चुर्	पर	लट्	प्रथ्	एक	धेनुः कथयति
धेनु	स्त्री	कथ्	चुर्	पर	लट्	प्रथ्	द्वि	धेनू कथयतः
धेनु	स्त्री	कथ्	चुर्	पर	लट्	प्रथ्	बहु	धेनवः कथयन्ति
धेनु	स्त्री	कथ्	चुर्	पर	लोट्	प्रथ्	एक	धेनुः कथयतु
धेनु	स्त्री	कथ्	चुर्	पर	लोट्	प्रथ्	द्वि	धेनू कथयताम्
धेनु	स्त्री	कथ्	चुर्	पर	लोट्	प्रथ्	बहु	धेनवः कथयन्तु
धेनु	स्त्री	कथ्	चुर्	पर	लङ्	प्रथ्	एक	धेनुः अकथयत्
धेनु	स्त्री	कथ्	चुर्	पर	लङ्	प्रथ्	द्वि	धेनू अकथयताम्
धेनु	स्त्री	कथ्	चुर्	पर	लङ्	प्रथ्	बहु	धेनवः अकथयन्
धेनु	स्त्री	कथ्	चुर्	पर	विधि	प्रथ्	एक	धेनुः कथयेत्
धेनु	स्त्री	कथ्	चुर्	पर	विधि	प्रथ्	द्वि	धेनू कथयेताम्
धेनु	स्त्री	कथ्	चुर्	पर	विधि	प्रथ्	बहु	धेनवः कथयेयुः
धेनु	स्त्री	कथ्	चुर्	पर	लृट्	प्रथ्	एक	धेनुः कथयिष्यति
धेनु	स्त्री	कथ्	चुर्	पर	लृट्	प्रथ्	द्वि	धेनू कथयिष्यतः
धेनु	स्त्री	कथ्	चुर्	पर	लृट्	प्रथ्	बहु	धेनवः कथयिष्यन्ति
धेनु	स्त्री	कथ्	चुर्	पर	लुट्	प्रथ्	एक	धेनुः कथयिता
धेनु	स्त्री	कथ्	चुर्	पर	लुट्	प्रथ्	द्वि	धेनू कथयितारौ
धेनु	स्त्री	कथ्	चुर्	पर	लुट्	प्रथ्	बहु	धेनवः कथयितारः
धेनु	स्त्री	कथ्	चुर्	पर	आशीर्	प्रथ्	एक	धेनुः कथ्यात्
धेनु	स्त्री	कथ्	चुर्	पर	आशीर्	प्रथ्	द्वि	धेनू कथ्यास्ताम्
धेनु	स्त्री	कथ्	चुर्	पर	आशीर्	प्रथ्	बहु	धेनवः कथ्यासुः
धेनु	स्त्री	कथ्	चुर्	पर	लृङ्	प्रथ्	एक	धेनुः अकथयिष्यत्
धेनु	स्त्री	कथ्	चुर्	पर	लृङ्	प्रथ्	द्वि	धेनू अकथयिष्यताम्
धेनु	स्त्री	कथ्	चुर्	पर	लृङ्	प्रथ्	बहु	धेनवः अकथयिष्यन्
धेनु	स्त्री	कथ्	चुर्	पर	लिट्	प्रथ्	एक	धेनुः कथयाञ्चकार
धेनु	स्त्री	कथ्	चुर्	पर	लिट्	प्रथ्	द्वि	धेनू कथयाञ्चक्रतुः
धेनु	स्त्री	कथ्	चुर्	पर	लिट्	प्रथ्	बहु	धेनवः कथयाञ्चक्रुः
धेनु	स्त्री	कथ्	चुर्	पर	लुङ्	प्रथ्	एक	धेनुः अचकथत्
धेनु	स्त्री	कथ्	चुर्	पर	लुङ्	प्रथ्	द्वि	धेनू अचकथताम्
धेनु	स्त्री	कथ्	चुर्	पर	लुङ्	प्रथ्	बहु	धेनवः अचकथन्
वधू	स्त्री	पठ्	भ्व्	पर	लट्	प्रथ्	एक	वधूः पठति
वधू	स्त्री	पठ्	भ्व्	पर	लट्	प्रथ्	द्वि	वध्वौ पठतः
वधू	स्त्री	पठ्	भ्व्	पर	लट्	प्रथ्	बहु	वध्वः पठन्ति
वधू	स्त्री	पठ्	भ्व्	पर	लोट्	प्रथ्	एक	वधूः पठतु
वधू	स्त्री	पठ्	भ्व्	पर	लोट्	प्रथ्	द्वि	वध्वौ पठताम्
वधू	स्त्री	पठ्	भ्व्	पर	लोट्	प्रथ्	बहु	वध्वः पठन्तु
वधू	स्त्री	पठ्	भ्व्	पर	लङ्	प्रथ्	एक	वधूः अपठत्
वधू	स्त्री	पठ्	भ्व्	पर	लङ्	प्रथ्	द्वि	वध्वौ अपठताम्
वधू	स्त्री	पठ्	भ्व्	पर	लङ्	प्रथ्	बहु	वध्वः अपठन्
वधू	स्त्री	पठ्	भ्व्	पर	विधि	प्रथ्	एक	वधूः पठेत्
वधू	स्त्री	पठ्	भ्व्	पर	विधि	प्रथ्	द्वि	वध्वौ पठेताम्
वधू	स्त्री	पठ्	भ्व्	पर	विधि	प्रथ्	बहु	वध्वः पठेयुः
वधू	स्त्री	पठ्	भ्व्	पर	लृट्	प्रथ्	एक	वधूः पठिष्यति
वधू	स्त्री	पठ्	भ्व्	पर	लृट्	प्रथ्	द्वि	वध्वौ पठिष्यतः
वधू	स्त्री	पठ्	भ्व्	पर	लृट्	प्रथ्	बहु	वध्वः पठिष्यन्ति
वधू	स्त्री	पठ्	भ्व्	पर	लुट्	प्रथ्	एक	वधूः पठिता
वधू	स्त्री	पठ्	भ्व्	पर	लुट्	प्रथ्	द्वि	वध्वौ पठितारौ
वधू	स्त्री	पठ्	भ्व्	पर	लुट्	प्रथ्	बहु	वध्वः पठितारः
वधू	स्त्री	पठ्	भ्व्	पर	आशीर्	प्रथ्	एक	वधूः पठ्यात्
